,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,PB1,PB2,PB3,PB4,PB5,PB6
26057,26058,50000,2,3,1,27,2,0,0,0,2,0,11275,37651,38498,40644,39731,35657,27234,1754,2900,0,1265,832,1,-15959,35897,35598,40644,38466,34825
26058,26059,130000,2,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26059,26060,200000,2,1,1,39,-1,-1,-1,-1,-1,-1,25149,14963,9308,3060,6016,3480,15084,9354,3082,6046,3497,3514,0,10065,5609,6226,-2986,2519,-34
26060,26061,280000,2,1,2,28,-1,2,-1,-1,-1,2,5432,2146,1688,1226,6394,1626,0,1688,1226,7000,0,3146,0,5432,458,462,-5774,6394,-1520
26061,26062,240000,2,1,2,29,-2,-2,-2,-2,-2,-2,28438,29923,7655,23918,265852,2225,29923,7655,23925,265852,2225,13478,0,-1485,22268,-16270,-241934,263627,-11253
26062,26063,90000,2,1,1,29,2,2,2,2,2,2,42815,41826,45136,46098,45059,79127,0,4000,2000,0,35000,3000,0,42815,37826,43136,46098,10059,76127
26063,26064,250000,2,1,2,29,0,0,0,0,0,0,98925,103213,87836,90577,65268,63019,9000,7000,9000,8000,8000,8000,0,89925,96213,78836,82577,57268,55019
26064,26065,210000,2,1,2,29,-1,-1,-1,-1,0,0,1383,484,971,3764,2221,266,484,980,4000,266,0,1913,0,899,-496,-3029,3498,2221,-1647
26065,26066,90000,2,2,1,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26066,26067,180000,2,5,2,30,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26067,26068,500000,2,5,1,32,0,0,0,0,-1,-1,139255,52757,24273,9508,23294,2235,2040,1292,9555,23310,2244,2156,0,137215,51465,14718,-13802,21050,79
26068,26069,240000,2,1,1,32,-2,-2,-2,-2,-2,-2,6101,1202,3227,4039,1776,1513,1205,3236,4051,1781,1517,3630,0,4896,-2034,-824,2258,259,-2117
26069,26070,50000,2,2,2,31,0,0,0,0,0,2,21704,22741,23867,25464,27348,26774,1400,1500,2000,2620,0,1164,0,20304,21241,21867,22844,27348,25610
26070,26071,400000,2,1,2,32,0,0,0,0,0,0,46782,48075,48815,49831,50821,51884,2036,1776,1792,1782,1844,1856,0,44746,46299,47023,48049,48977,50028
26071,26072,230000,2,1,2,33,1,2,-1,0,-1,0,4213,1922,5346,6971,10707,15392,0,5500,4000,11000,5000,5000,1,4213,-3578,1346,-4029,5707,10392
26072,26073,400000,2,3,2,31,1,2,0,0,0,0,79403,55340,62303,63928,52882,48387,3,10000,10023,20000,5000,20000,0,79400,45340,52280,43928,47882,28387
26073,26074,80000,2,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26074,26075,160000,2,2,2,37,-2,-1,-1,-1,-1,-1,7596,898,850,1729,5696,0,920,852,1759,5707,0,0,0,6676,46,-909,-3978,5696,0
26075,26076,430000,2,1,1,38,1,-1,-1,-2,-2,-1,-469,215,-101,-1217,-2333,2351,1000,0,0,0,5000,12000,0,-1469,215,-101,-1217,-7333,-9649
26076,26077,90000,2,2,1,34,1,2,2,-1,-1,-1,8021,7780,0,9281,0,340,77,0,9281,0,340,0,0,7944,7780,-9281,9281,-340,340
26077,26078,80000,2,3,1,35,0,0,0,0,0,0,63436,49544,50418,51810,28964,13059,2096,1970,2355,1500,1000,646,0,61340,47574,48063,50310,27964,12413
26078,26079,210000,2,2,2,36,1,-2,-2,-2,-1,0,0,0,212,3066,13206,10583,0,212,3066,13206,212,0,0,0,-212,-2854,-10140,12994,10583
26079,26080,310000,2,2,1,46,-2,-2,-2,-2,-2,-2,53474,11913,6629,34342,1900,5807,11919,6629,17171,3800,5807,1380,0,41555,5284,-10542,30542,-3907,4427
26080,26081,500000,2,2,1,39,0,-1,-1,-1,-2,-2,11712,523,1543,0,0,0,523,1543,0,0,0,0,0,11189,-1020,1543,0,0,0
26081,26082,70000,2,3,2,38,0,0,0,0,0,0,34240,34913,26583,23593,15114,11222,2000,2000,1000,500,500,2000,0,32240,32913,25583,23093,14614,9222
26082,26083,20000,2,2,1,36,1,2,2,2,2,2,16161,17596,17031,19715,19806,18747,2000,0,3300,700,0,1200,0,14161,17596,13731,19015,19806,17547
26083,26084,210000,2,2,1,44,-2,-2,-2,-2,-2,-2,0,4098,0,0,0,0,4098,0,0,0,0,0,1,-4098,4098,0,0,0,0
26084,26085,170000,2,3,1,40,0,0,0,0,0,0,166305,169764,168441,171664,112130,114561,7800,8100,8000,4300,4400,4500,0,158505,161664,160441,167364,107730,110061
26085,26086,390000,2,1,2,38,-1,-1,-1,-1,0,0,4989,2056,8886,16396,12761,6707,2076,8926,16413,30,33,5900,0,2913,-6870,-7527,16366,12728,807
26086,26087,320000,2,2,1,43,2,0,0,0,0,0,520651,383123,391741,400196,408503,156881,10000,11000,11000,10800,5992,4967,1,510651,372123,380741,389396,402511,151914
26087,26088,50000,2,2,1,37,0,0,0,0,0,0,38418,47709,48923,39210,30515,27861,10000,2131,1910,1410,1159,1050,0,28418,45578,47013,37800,29356,26811
26088,26089,100000,2,3,1,36,2,0,0,0,0,0,100281,100433,99744,101882,101116,97283,5000,5000,7900,4000,4000,30300,0,95281,95433,91844,97882,97116,66983
26089,26090,220000,2,1,1,39,-1,-1,-1,-1,-1,-1,2342,1120,5707,2021,15441,7661,1122,5738,2041,15516,7697,2916,0,1220,-4618,3666,-13495,7744,4745
26090,26091,300000,2,1,1,38,-1,0,0,0,0,0,15230,16212,17239,18237,18600,17939,1222,1249,1247,610,611,616,0,14008,14963,15992,17627,17989,17323
26091,26092,160000,2,2,1,40,-1,-1,-2,-2,-2,-2,6102,0,0,0,0,0,0,0,0,0,0,0,0,6102,0,0,0,0,0
26092,26093,200000,2,3,1,45,0,0,0,0,0,-1,54721,52285,48615,41322,0,4300,2209,2109,10006,0,4300,1191,0,52512,50176,38609,41322,-4300,3109
26093,26094,240000,2,1,1,43,-1,-1,-1,-1,-1,-1,7994,20487,27770,22920,4779,7640,20487,27783,22920,4952,7640,14003,0,-12493,-7296,4850,17968,-2861,-6363
26094,26095,90000,2,1,2,27,2,2,0,0,0,0,28206,27459,28514,29733,30138,33248,0,1800,2000,1200,3600,0,1,28206,25659,26514,28533,26538,33248
26095,26096,50000,2,2,1,46,-2,-1,-1,0,-1,-1,4640,2720,26461,11882,280,290,2720,26461,1034,280,300,1535,0,1920,-23741,25427,11602,-20,-1245
26096,26097,210000,2,1,1,46,-2,-2,-2,-2,-2,-2,0,477,971,0,386,0,477,972,0,386,0,0,0,-477,-495,971,-386,386,0
26097,26098,290000,2,2,1,33,-2,-1,0,0,0,0,11303,17493,21036,17391,16348,-209051,17654,11068,7600,3352,6104,261883,0,-6351,6425,13436,14039,10244,-470934
26098,26099,160000,2,2,2,37,2,2,2,2,2,2,144255,147333,143786,151842,147962,156921,6900,200,12000,0,11500,5811,0,137355,147133,131786,151842,136462,151110
26099,26100,200000,2,1,1,31,-1,-1,-1,0,0,-1,11715,5209,10634,10982,1966,4883,5289,10641,2011,9,4890,15,0,6426,-5432,8623,10973,-2924,4868
26100,26101,260000,2,2,1,37,0,0,0,0,0,0,182249,181433,180660,179052,177072,175285,6107,6501,6005,5805,5909,6106,0,176142,174932,174655,173247,171163,169179
26101,26102,30000,2,3,1,47,2,0,0,0,0,0,27380,27384,28944,29850,29523,28925,1440,2000,1741,1164,1027,1500,0,25940,25384,27203,28686,28496,27425
26102,26103,230000,2,2,2,36,-2,-2,-2,-2,-2,-2,140,358,285,219,415,142,358,285,219,416,142,3000,0,-218,73,66,-197,273,-2858
26103,26104,220000,2,3,2,39,0,0,0,0,0,0,209596,160515,141917,144811,147685,150780,6888,5155,5258,5284,5473,5505,0,202708,155360,136659,139527,142212,145275
26104,26105,140000,2,1,2,27,-1,-1,-1,0,-1,-1,2116,11028,9778,6417,1831,7126,11033,9803,1004,1831,7126,2121,0,-8917,1225,8774,4586,-5295,5005
26105,26106,80000,2,2,1,38,0,0,0,0,0,0,43170,44151,45505,43485,44830,43229,2000,2100,2000,2000,2000,2000,0,41170,42051,43505,41485,42830,41229
26106,26107,450000,2,1,1,49,1,-1,-1,-1,-1,0,0,557,0,2481,13716,19584,557,0,2481,13716,7100,812,0,-557,557,-2481,-11235,6616,18772
26107,26108,160000,2,2,1,45,0,0,0,0,0,0,106643,89397,90348,8274,75286,76618,3700,6353,1200,70000,3000,3300,0,102943,83044,89148,-61726,72286,73318
26108,26109,100000,2,1,1,27,1,2,0,0,0,0,77346,75513,77147,78200,78393,72214,0,3451,3000,2841,2620,2500,1,77346,72062,74147,75359,75773,69714
26109,26110,250000,2,2,1,39,-1,-1,-1,-1,-1,-1,9690,0,1222,7337,0,2752,0,1222,7409,0,2752,1549,0,9690,-1222,-6187,7337,-2752,1203
26110,26111,80000,2,2,1,38,-2,-2,-2,-2,-2,-1,0,0,0,0,0,390,0,0,0,0,390,0,0,0,0,0,0,-390,390
26111,26112,180000,2,1,2,35,-2,-2,-2,-2,-2,-2,7210,370,8479,792,3826,1997,370,8875,792,3826,1997,396,0,6840,-8505,7687,-3034,1829,1601
26112,26113,720000,2,2,2,38,1,-2,-2,-2,-2,-2,5065,2184,1744,7323,711,970,2184,1744,7323,711,970,491,0,2881,440,-5579,6612,-259,479
26113,26114,180000,2,2,1,27,0,0,0,0,0,0,3063,4083,4634,3652,1973,689,1084,1084,1005,46,16,0,0,1979,2999,3629,3606,1957,689
26114,26115,230000,2,1,1,32,-2,-2,-2,-2,-2,-2,2774,0,0,0,0,5347,0,0,0,0,5347,0,0,2774,0,0,0,-5347,5347
26115,26116,200000,2,2,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26116,26117,80000,2,2,1,36,0,0,0,0,0,0,77998,77452,74773,76908,77068,78434,3700,3500,4000,3200,4000,2700,0,74298,73952,70773,73708,73068,75734
26117,26118,100000,2,2,1,30,-1,0,0,0,-1,-1,100037,101163,102712,99925,836,79013,3607,4001,2449,2836,79263,2442,0,96430,97162,100263,97089,-78427,76571
26118,26119,200000,2,1,2,30,0,0,0,0,0,0,38540,38898,39669,40167,37162,36557,1928,1699,1557,1279,962,2178,0,36612,37199,38112,38888,36200,34379
26119,26120,200000,2,3,1,32,0,0,0,0,0,0,132436,133530,137837,140609,141896,151082,4780,6459,6550,5106,11500,0,1,127656,127071,131287,135503,130396,151082
26120,26121,50000,2,2,1,30,0,0,0,0,0,-1,42326,19067,7690,8322,5522,1522,1500,1500,1000,200,2000,50000,0,40826,17567,6690,8122,3522,-48478
26121,26122,380000,2,1,1,36,-2,-1,-1,-1,-1,2,3744,20334,8499,53235,101439,34579,20498,8549,53471,101785,117,32347,1,-16754,11785,-44972,-48550,101322,2232
26122,26123,250000,2,2,1,41,0,0,0,0,0,0,214301,211762,214629,204093,150752,150863,8972,9700,8960,5630,5777,5459,0,205329,202062,205669,198463,144975,145404
26123,26124,220000,2,2,2,47,-2,-2,-2,-1,-1,-1,1526,1122,-11,12597,44375,0,1122,0,12608,44375,0,0,0,404,1122,-12619,-31778,44375,0
26124,26125,70000,2,2,2,33,0,0,0,0,2,0,62209,64072,64802,66647,50690,50806,2900,2379,4466,2,1836,1846,0,59309,61693,60336,66645,48854,48960
26125,26126,10000,2,2,1,40,0,0,-1,0,0,0,9135,0,1912,3071,4012,9882,0,1912,1200,1000,1000,1000,0,9135,-1912,712,2071,3012,8882
26126,26127,60000,2,2,2,35,0,0,-1,-1,0,0,21770,11506,1024,16453,4131,4006,1400,1024,16469,131,322,40000,0,20370,10482,-15445,16322,3809,-35994
26127,26128,200000,2,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26128,26129,200000,2,2,1,30,0,0,0,-2,-2,-2,25874,16298,0,0,0,0,1048,0,0,0,0,0,0,24826,16298,0,0,0,0
26129,26130,300000,2,1,2,48,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26130,26131,260000,2,3,2,36,0,0,0,0,0,0,146033,108405,108396,110249,112119,114136,4160,4000,3984,4001,4128,4200,0,141873,104405,104412,106248,107991,109936
26131,26132,130000,2,3,1,44,-1,-1,-1,-1,-1,-1,994,3693,1098,2912,2910,4122,3693,1098,2912,2910,4122,1887,0,-2699,2595,-1814,2,-1212,2235
26132,26133,30000,2,2,1,29,2,2,2,0,0,0,26844,26414,27189,28235,28669,29355,300,1500,1800,1200,1300,1200,0,26544,24914,25389,27035,27369,28155
26133,26134,170000,2,1,1,30,0,0,2,2,0,0,165637,173637,173490,165645,165605,163432,15600,7666,0,7792,6248,5910,1,150037,165971,173490,157853,159357,157522
26134,26135,210000,2,2,1,29,-2,-2,-2,-2,-2,-2,3814,-6,6456,0,2746,11613,0,6462,0,2746,11613,11753,0,3814,-6468,6456,-2746,-8867,-140
26135,26136,50000,2,3,2,44,0,0,0,0,0,0,43828,40684,37338,31278,31811,28656,1947,1829,1644,4405,1104,2504,0,41881,38855,35694,26873,30707,26152
26136,26137,600000,2,1,2,36,-2,-2,-2,-2,-2,-2,53838,528,1191,11390,8680,38018,530,3000,11500,8680,38020,56700,0,53308,-2472,-10309,2710,-29340,-18682
26137,26138,180000,2,3,1,37,0,0,0,0,0,0,165369,125084,119946,114977,88757,84936,4402,4971,4750,2997,3133,3180,0,160967,120113,115196,111980,85624,81756
26138,26139,100000,2,1,2,29,2,2,2,2,2,2,57214,58666,58643,58589,62586,64519,3000,1500,1500,5600,3100,2000,1,54214,57166,57143,52989,59486,62519
26139,26140,210000,2,1,1,46,-2,-2,-2,-2,-2,-2,4065,0,4160,2540,1055,0,0,4160,2540,1055,0,408,0,4065,-4160,1620,1485,1055,-408
26140,26141,150000,2,2,1,37,-1,-1,-1,-1,-1,-1,2897,2486,-4,1494,-6,8047,2489,0,1498,0,8053,0,0,408,2486,-1502,1494,-8059,8047
26141,26142,360000,2,3,2,30,-1,0,0,-1,0,0,11816,19726,26374,9781,8719,18076,10000,13021,9781,0,10000,8752,0,1816,6705,16593,9781,-1281,9324
26142,26143,330000,2,1,1,32,0,0,0,0,0,0,155927,141523,134480,126316,125396,128081,5388,5079,4876,4400,4600,5000,0,150539,136444,129604,121916,120796,123081
26143,26144,300000,2,2,2,43,1,-2,-2,-1,-1,-1,499,0,0,507,0,629,0,0,507,0,629,0,0,499,0,-507,507,-629,629
26144,26145,250000,2,1,2,42,-1,-1,0,0,0,0,30471,39968,98808,78366,10668,390,39968,89000,10668,0,0,540,0,-9497,-49032,88140,78366,10668,-150
26145,26146,230000,2,2,1,48,0,0,0,0,0,0,344458,320215,298031,272103,205797,179247,11000,12500,11000,7000,36700,6650,0,333458,307715,287031,265103,169097,172597
26146,26147,20000,2,3,2,47,1,2,-1,-1,-1,-1,3133,1473,390,390,390,0,0,390,390,390,0,780,0,3133,1083,0,0,390,-780
26147,26148,210000,2,1,1,35,-2,-2,-2,-2,-2,-2,2020,4055,0,0,0,0,4055,0,0,0,0,150,0,-2035,4055,0,0,0,-150
26148,26149,80000,2,2,2,36,2,2,2,0,0,0,82177,89893,80774,80082,78545,76742,10096,0,3800,3125,2783,3000,1,72081,89893,76974,76957,75762,73742
26149,26150,250000,2,1,2,39,-1,-1,-1,2,2,2,12368,1742,40292,39600,21304,1185,1742,39600,7,1185,0,54416,0,10626,-37858,40285,38415,21304,-53231
26150,26151,50000,2,2,1,34,3,3,2,2,2,2,47904,48240,48602,46289,44837,44535,2000,2001,499,2000,2000,1500,1,45904,46239,48103,44289,42837,43035
26151,26152,200000,2,5,1,42,0,0,0,0,0,0,149351,108152,87537,67974,35003,35736,3925,3683,2947,1253,1297,1305,0,145426,104469,84590,66721,33706,34431
26152,26153,290000,2,3,2,35,0,0,0,0,0,0,159165,167485,167930,171146,174889,179149,11000,5600,5500,5500,6000,5500,0,148165,161885,162430,165646,168889,173649
26153,26154,310000,2,3,1,43,0,0,0,0,0,0,6974,7294,7114,5642,5881,5611,1137,1247,1065,1000,500,500,0,5837,6047,6049,4642,5381,5111
26154,26155,270000,2,1,2,28,1,2,0,0,0,0,118198,86065,77359,63243,51636,31407,0,10004,10000,10000,10000,5000,0,118198,76061,67359,53243,41636,26407
26155,26156,200000,2,1,2,33,-2,-2,-2,-2,-2,-2,285,0,0,0,292,77,0,0,0,292,77,0,0,285,0,0,-292,215,77
26156,26157,290000,2,2,1,32,0,0,0,0,0,0,169108,170419,142264,101952,103174,105464,7118,5800,3792,4010,4276,3655,0,161990,164619,138472,97942,98898,101809
26157,26158,220000,2,2,2,29,0,0,0,0,0,0,131598,132727,135509,139774,141099,155763,4800,4920,6520,5120,17001,0,0,126798,127807,128989,134654,124098,155763
26158,26159,500000,2,1,1,35,-1,-1,-1,-1,-1,-1,3290,10881,2517,2957,889,40855,11000,2517,2957,1000,41000,170,1,-7710,8364,-440,1957,-40111,40685
26159,26160,370000,2,3,2,31,-1,-1,-1,2,-1,-1,2804,1674,39811,35194,3728,2241,1674,42921,0,3728,2300,43183,0,1130,-41247,39811,31466,1428,-40942
26160,26161,100000,2,2,1,44,1,-2,-2,-2,-1,2,-1651,-5469,-7292,-10938,5887,3882,0,0,0,16825,0,1823,0,-1651,-5469,-7292,-27763,5887,2059
26161,26162,210000,2,1,1,44,0,0,0,0,0,0,112817,113349,113725,113779,114594,103205,5000,6000,5000,4000,4000,3500,0,107817,107349,108725,109779,110594,99705
26162,26163,310000,2,3,2,38,-2,-2,-2,-1,0,0,-41,8198,342,41726,15051,8663,8239,344,41884,5025,40,3,0,-8280,7854,-41542,36701,15011,8660
26163,26164,200000,2,2,1,27,0,0,0,0,0,0,157222,160320,162140,165431,168726,172430,7200,5888,5990,6031,6415,6301,0,150022,154432,156150,159400,162311,166129
26164,26165,110000,2,1,2,28,0,0,2,2,-2,-2,101138,69449,34983,-18,-18,-18,3400,0,0,0,0,0,1,97738,69449,34983,-18,-18,-18
26165,26166,130000,2,2,1,30,0,0,0,0,0,0,38967,40320,41324,25629,26961,28360,2000,1700,2000,2000,1500,2000,0,36967,38620,39324,23629,25461,26360
26166,26167,130000,2,1,2,34,0,0,0,0,0,0,66803,27910,24976,27648,29962,27422,3000,3000,3000,3000,5000,3000,0,63803,24910,21976,24648,24962,24422
26167,26168,80000,2,2,1,35,3,2,0,0,0,0,78317,71421,59564,56592,52766,48208,9,2203,3006,3005,2005,2000,1,78308,69218,56558,53587,50761,46208
26168,26169,30000,2,1,1,47,0,0,0,2,2,2,24895,26476,28047,29767,30498,29890,2000,2000,2500,1500,0,1200,1,22895,24476,25547,28267,30498,28690
26169,26170,50000,2,1,1,39,1,-1,-1,-1,-1,-2,0,13030,0,4402,0,0,13030,0,4402,0,0,0,0,-13030,13030,-4402,4402,0,0
26170,26171,160000,2,2,1,30,2,2,0,0,0,0,164082,157663,159094,132809,100693,97181,17,7342,3675,2910,3904,2900,1,164065,150321,155419,129899,96789,94281
26171,26172,80000,2,2,1,45,0,0,0,0,0,0,67142,68052,68690,70042,70626,71700,2420,2511,2512,2510,2590,2711,0,64722,65541,66178,67532,68036,68989
26172,26173,100000,2,2,2,37,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,0,390,-780,780,0,0,0
26173,26174,10000,2,2,2,46,2,0,0,2,2,3,1526,2496,4245,4525,5450,5073,1000,1800,500,1000,0,0,1,526,696,3745,3525,5450,5073
26174,26175,90000,2,2,1,30,-1,-1,-1,-1,0,0,414,414,414,6936,7272,7595,414,414,6936,1000,1000,1000,0,0,0,-6522,5936,6272,6595
26175,26176,360000,2,2,1,38,0,0,0,0,0,0,41922,42916,43956,44972,45866,49327,1692,1732,1748,1642,4200,1709,0,40230,41184,42208,43330,41666,47618
26176,26177,670000,2,1,1,43,0,0,0,0,0,0,55893,59131,61900,58225,61329,49369,10075,10063,10060,10028,10042,10055,0,45818,49068,51840,48197,51287,39314
26177,26178,150000,2,3,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26178,26179,150000,2,1,2,28,0,0,0,0,0,0,12799,13726,14648,12115,12613,15225,1600,1500,1600,1000,3000,2200,0,11199,12226,13048,11115,9613,13025
26179,26180,230000,2,1,1,35,0,0,-2,-2,-2,-2,22909,0,0,0,0,0,0,0,0,0,0,0,0,22909,0,0,0,0,0
26180,26181,230000,2,2,1,30,-1,-1,-1,-1,0,-1,6294,1935,-74,926,426,926,1945,0,1500,0,1000,0,0,4349,1935,-1574,926,-574,926
26181,26182,120000,2,2,2,33,0,0,0,0,0,0,135770,136901,115299,117498,89417,91370,5000,5000,4620,3200,3300,5000,0,130770,131901,110679,114298,86117,86370
26182,26183,170000,2,1,1,33,-1,-1,-1,-1,0,0,1554,360,1562,844,484,0,360,1562,844,0,0,720,0,1194,-1202,718,844,484,-720
26183,26184,200000,2,2,1,35,1,-1,-1,2,0,0,59466,2970,1085,769,453,137,7970,1100,0,0,0,0,0,51496,1870,1085,769,453,137
26184,26185,450000,2,2,1,38,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,780,390,390,390,390,1,0,-390,0,0,0,0
26185,26186,200000,2,1,2,32,-1,-1,-1,-1,0,-1,4640,17950,13056,2500,500,500,18116,13113,2522,0,500,500,0,-13476,4837,10534,2500,0,0
26186,26187,310000,2,2,1,33,0,0,0,0,0,0,73095,72437,71851,71120,70463,69876,2573,2594,2483,2458,2516,2461,0,70522,69843,69368,68662,67947,67415
26187,26188,50000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,2070,0,0,0,0,2070,0,0,0,0,0,0,-2070,2070,0,0,0,0
26188,26189,140000,2,2,1,36,-1,-1,-1,2,-1,2,430,303,8934,580,9071,6317,303,9061,0,9071,0,656,1,127,-8758,8934,-8491,9071,5661
26189,26190,250000,2,1,2,37,-1,-1,-1,-1,-1,-1,1291,1391,3498,8963,0,14660,1391,3498,8963,0,14660,62832,0,-100,-2107,-5465,8963,-14660,-48172
26190,26191,310000,2,1,2,31,0,0,0,0,0,0,175357,168933,163384,164700,142767,125972,6006,7006,10000,9000,5000,4500,0,169351,161927,153384,155700,137767,121472
26191,26192,80000,2,1,2,31,0,0,0,0,0,0,68613,69744,70313,71636,52471,53316,2600,3000,3000,2000,2000,2454,0,66013,66744,67313,69636,50471,50862
26192,26193,200000,2,2,1,29,-2,-2,-2,-2,-2,-2,8350,14139,3580,6386,868,10415,14185,7425,6386,868,10647,4320,1,-5835,6714,-2806,5518,-9779,6095
26193,26194,90000,2,3,1,47,0,0,0,0,0,0,84195,86795,88884,82163,22601,22029,4001,4400,3566,7694,1000,1000,0,80194,82395,85318,74469,21601,21029
26194,26195,160000,2,3,1,45,-2,-2,-2,-2,-2,-2,2869,2357,5608,1851,2801,3268,2361,5608,1851,2801,3268,2096,0,508,-3251,3757,-950,-467,1172
26195,26196,180000,2,1,2,27,1,-1,-1,-1,-1,-2,0,1530,0,1610,0,0,1530,0,1610,0,0,0,0,-1530,1530,-1610,1610,0,0
26196,26197,310000,2,2,1,33,0,0,0,0,0,0,86513,82406,81964,74927,71636,66409,4000,3505,3500,2000,2200,3000,0,82513,78901,78464,72927,69436,63409
26197,26198,280000,2,4,2,29,0,0,0,0,-2,-2,4567,5724,7184,0,0,0,2500,3000,0,0,0,0,0,2067,2724,7184,0,0,0
26198,26199,90000,2,2,2,43,0,0,2,0,0,0,17503,20898,20263,20145,24845,23745,4000,0,3000,8000,5000,5000,0,13503,20898,17263,12145,19845,18745
26199,26200,210000,2,2,2,39,0,0,0,0,0,0,193976,196361,200590,204494,208990,214031,7100,7400,7300,7700,8600,5816,0,186876,188961,193290,196794,200390,208215
26200,26201,200000,2,1,2,27,-1,-1,-2,-2,-1,-1,134,0,0,0,101,0,0,0,0,101,0,0,0,134,0,0,-101,101,0
26201,26202,70000,2,2,1,48,0,0,0,0,0,0,20744,22093,23432,24217,19108,19649,2000,2000,1500,1000,1000,1000,0,18744,20093,21932,23217,18108,18649
26202,26203,320000,2,2,2,31,-2,-2,-2,-2,-2,-2,3615,3707,5406,3144,1644,1925,3707,5406,3157,1644,1925,0,0,-92,-1699,2249,1500,-281,1925
26203,26204,210000,2,1,2,33,-2,-2,-2,-2,-2,-2,1723,0,0,0,0,0,0,0,0,0,0,0,0,1723,0,0,0,0,0
26204,26205,130000,2,1,2,27,0,0,0,0,0,0,36487,37029,35595,36200,34081,31542,3000,3000,3000,2000,3000,3000,0,33487,34029,32595,34200,31081,28542
26205,26206,80000,2,2,1,27,-1,-1,-1,-1,-1,-2,390,390,0,780,0,0,390,390,780,0,0,0,0,0,0,-780,780,0,0
26206,26207,370000,2,2,1,47,-2,-2,-2,-2,-2,-1,1859,2232,4556,4333,2504,3431,2243,4578,4354,2516,3438,37467,0,-384,-2346,202,1817,-934,-34036
26207,26208,180000,2,3,1,36,0,0,0,-1,0,0,8911,5838,-2,120442,90430,92325,1034,2,120444,3236,3352,3897,0,7877,5836,-120446,117206,87078,88428
26208,26209,310000,2,1,1,43,0,0,0,0,0,0,66140,66637,68131,68585,68657,55457,6000,10000,3018,4000,3000,3000,0,60140,56637,65113,64585,65657,52457
26209,26210,280000,2,2,2,27,1,-2,-2,-1,-1,-1,0,0,0,479,2463,1457,0,0,479,2477,1467,574,0,0,0,-479,-1998,996,883
26210,26211,150000,2,2,1,27,-1,-1,0,0,0,0,1108,143813,149350,149984,130610,121793,147314,7752,6046,2753,5583,6700,0,-146206,136061,143304,147231,125027,115093
26211,26212,180000,2,1,1,29,1,2,0,0,0,0,36537,35655,37767,39065,41967,43189,0,3000,2000,3500,3500,5900,0,36537,32655,35767,35565,38467,37289
26212,26213,140000,2,1,2,31,-1,-1,-1,-1,-1,-1,7695,1680,1771,5500,3615,700,1680,1771,5500,3615,700,1404,0,6015,-91,-3729,1885,2915,-704
26213,26214,430000,2,1,2,34,-1,-1,-1,2,-1,-1,180,1654,15718,7370,4423,2544,1662,15783,52,4445,2556,3321,0,-1482,-14129,15666,2925,1867,-777
26214,26215,360000,2,1,2,37,-2,-2,-2,-2,-2,-2,268,257074,66458,0,0,0,260416,72200,0,0,0,0,0,-260148,184874,66458,0,0,0
26215,26216,240000,2,1,1,42,-1,2,-1,-1,0,-1,2108,1386,17601,1410,705,705,0,17601,2115,0,705,4000,0,2108,-16215,15486,1410,0,-3295
26216,26217,140000,2,2,2,30,3,2,2,2,-1,-1,3043,4168,1420,0,49,49,1423,2,0,49,0,0,1,1620,4166,1420,-49,49,49
26217,26218,200000,2,1,1,34,-1,2,-1,0,0,0,860,430,3130,7585,11056,97451,0,3130,5000,4000,90000,15000,0,860,-2700,-1870,3585,-78944,82451
26218,26219,80000,2,2,1,37,0,0,0,0,0,0,81218,74073,68763,69192,70574,70470,2527,3691,2337,2512,2743,2463,1,78691,70382,66426,66680,67831,68007
26219,26220,100000,2,2,2,38,0,0,0,0,0,0,96707,89842,82669,70018,57847,43618,4070,4025,2511,1523,1292,1236,0,92637,85817,80158,68495,56555,42382
26220,26221,210000,2,1,1,40,-1,-1,-1,-1,-1,-1,316,316,316,316,316,876,316,316,316,316,876,1026,0,0,0,0,0,-560,-150
