,LIMIT_BAL,PB1,PB2,PB3,PB4,PB5,PB6
27824,320000,127388,308035,238611,146647,85585,127843
27825,210000,4426,-1349,-9019,10368,0,0
27826,90000,79803,87351,92226,86517,83896,85130
27827,170000,164523,155962,163836,149098,111385,102435
27828,310000,-7769,-2193,3917,6781,1289,-2521
27829,360000,1143,-488,2548,-2587,-4141,4254
27830,200000,1922,-33006,31302,1176,-1111,-5436
27831,500000,13162,17246,16321,21175,19440,21570
27832,300000,203903,209727,218719,18013,17865,18151
27833,130000,99290,91811,95972,91001,85503,87564
27834,260000,139079,139573,137807,137746,109138,106346
27835,100000,86312,138826,58419,56535,52380,49495
27836,70000,62229,63248,64892,65091,47303,47350
27837,100000,91122,80242,87083,80205,70193,71468
27838,80000,862,-1905,2281,1356,355,-36413
27839,100000,93470,82409,88578,83433,61149,61810
27840,70000,45220,43432,50750,53099,47048,55409
27841,170000,161557,170609,157377,160249,159948,163661
27842,30000,9600,6406,10534,7852,6767,6556
27843,20000,18025,16166,16817,16040,16964,15666
27844,180000,-10483,11486,6609,-5466,-39182,-33417
27845,30000,18881,18332,23267,23572,23772,24427
27846,80000,78687,76563,77672,78424,78514,72068
27847,60000,25421,26254,31966,33528,30190,32161
27848,150000,144807,138799,128020,118577,67237,53119
27849,50000,44975,45783,46659,32819,18531,18617
27850,360000,0,-9000,5998,2941,3063,3063
27851,70000,68557,67347,69027,69128,48777,49013
27852,50000,45064,45166,45240,49423,46377,43658
27853,90000,51982,45472,36217,30920,29863,12674
27854,60000,37325,38668,39509,42104,42473,44052
27855,360000,-1466,1475,-59,-12,-12,-12
27856,70000,64699,50942,39488,33685,29122,28123
27857,20000,12508,9060,13862,14498,12556,15179
27858,110000,28585,27947,26096,21217,19817,17918
27859,30000,14279,15083,6115,0,0,0
27860,90000,69814,71859,0,0,0,0
27861,210000,137848,89603,90926,96764,97472,98834
27862,270000,187192,191250,195489,190589,168343,143795
27863,60000,-241,-7474,7312,692,-191,191
27864,280000,0,-3545,3545,-10484,10418,4099
27865,50000,7048,4841,3750,0,0,-40277
27866,70000,66334,64774,56490,44593,-51517,46957
27867,140000,3583,-7101,-80898,91319,89695,90978
27868,30000,24818,24999,28517,27792,18358,-40596
27869,70000,66963,68438,68861,59768,65870,66294
27870,140000,0,-3544,3544,0,0,0
27871,300000,7435,453,-56122,58264,890,3175
27872,80000,0,-3100,0,0,0,0
27873,340000,39259,50501,75323,-8953,-37578,40531
27874,310000,128325,109904,100490,98306,88929,83701
27875,110000,59580,52025,53374,43457,44135,46134
27876,130000,65251,63721,65061,62654,14903,15493
27877,280000,185614,4336,-2475,-581,-7518,743
27878,100000,6266,-2634,7042,780,0,-930
27879,150000,90879,62802,61492,58948,49510,44917
27880,130000,110329,126191,118881,133130,121159,126069
27881,250000,65234,84904,73235,57480,31171,24946
27882,200000,5484,-4727,3249,17319,12279,5853
27883,110000,96014,104564,90604,86103,79815,73192
27884,160000,10442,-8536,4770,21024,13490,-2122
27885,80000,20975,20646,11789,4377,1450,-21367
27886,220000,50612,44611,22474,-501,-11321,8232
27887,20000,15125,12561,8970,8640,2910,3775
27888,160000,5256,796,398,-398,398,0
27889,170000,0,0,0,-507,329,-236
27890,360000,15684,-32104,65005,66215,67756,68969
27891,50000,46878,48244,39653,20706,-21855,18436
27892,100000,40599,35865,51777,51032,57475,43491
27893,150000,139465,140591,140149,140613,142286,140366
27894,150000,-143552,145189,138915,107120,77887,77751
27895,100000,97409,81767,75295,58228,54435,33773
27896,200000,4070,-25103,19389,7221,6481,1610
27897,300000,16082,6302,15393,11967,3012,0
27898,130000,-14051,14051,-1358,319,875,-3
27899,150000,91769,95443,98228,101423,102383,104709
27900,110000,51427,43228,40525,29703,27177,27972
27901,340000,3151,-25423,-948,45798,19019,-74816
27902,60000,56928,56389,57655,41655,23298,24303
27903,90000,64806,89836,10800,-8800,28850,-20629
27904,230000,108418,110065,111598,108230,110619,114823
27905,200000,571,-439,-3994,7295,4878,-5239
27906,310000,460,18331,-7010,7287,-23909,33660
27907,150000,72623,30044,43046,-64058,35750,62966
27908,390000,9027,-595,-2541,2512,2070,-3100
27909,210000,0,0,0,0,0,0
27910,290000,234758,216023,228753,233145,257412,263394
27911,180000,26540,-3920,9227,567,-4596,-6114
27912,140000,132789,128213,205510,128019,93031,108687
27913,10000,242,5015,3289,6199,5551,5855
27914,80000,34959,36242,36925,38274,39598,39926
27915,50000,300,300,300,300,300,300
27916,110000,47629,12148,68505,74912,44909,38453
27917,180000,0,0,0,0,0,0
27918,230000,66292,18370,18649,15969,9865,6653
27919,80000,2127,1948,370,3104,2889,2028
27920,50000,19029,13431,12782,32304,24795,10339
27921,220000,207179,185299,196596,188763,191485,89080
27922,30000,24307,20118,25705,27016,23972,22125
27923,200000,187368,191007,199158,-1528,-1552,-205899
27924,130000,43463,44800,45529,44153,44820,45714
27925,360000,2500,0,0,0,0,0
27926,140000,26250,27297,27840,26349,33687,31983
27927,130000,-18541,27049,0,0,0,0
27928,150000,0,0,0,0,0,0
27929,20000,15023,18432,16274,18403,18541,18169
27930,130000,6812,7802,8815,10605,10811,11042
27931,190000,26096,27722,28544,29243,31219,32240
27932,140000,23623,22863,31049,31061,34003,40423
27933,180000,171107,170498,168881,170522,136815,133862
27934,180000,-3068,-406,-33317,36110,627,-892
27935,50000,21920,22896,22360,27929,26029,26727
27936,80000,810,1995,-680,-2182,-2677,5539
27937,120000,11238,0,0,0,0,0
27938,420000,84703,79232,76053,73721,75049,76792
27939,90000,-1191,1191,-2172,-1356,1991,1495
27940,70000,37825,27047,52703,22945,11345,13163
27941,200000,32076,-452,-41166,0,0,0
27942,240000,25164,25109,13198,13934,-480,520
27943,360000,276,-502,502,-1017,1017,-359
27944,180000,17098,18063,7705,11900,7180,-560
27945,160000,-163,-1229,1335,330,-629,-1555
27946,20000,11242,6938,8292,7990,11990,10000
27947,30000,946,1473,-3160,-24843,23767,22991
27948,230000,42905,38617,34940,32144,33306,30563
27949,240000,-19692,20357,5579,15496,296,9332
27950,200000,143715,172029,153756,179126,167348,166337
27951,280000,0,0,0,0,0,0
27952,340000,19811,11106,600,-51753,49620,45271
27953,50000,42771,43269,44380,39285,29703,27693
27954,200000,193971,196276,193388,140878,131072,127247
27955,140000,24,-48,-804,1580,104,28
27956,160000,16943,-2902,8244,6943,5607,1289
27957,50000,29164,24796,30422,31833,29862,30521
27958,20000,12336,18442,15362,19756,16143,21671
27959,170000,-807,-807,-807,-807,-1169,-1531
27960,140000,-2814,3323,0,-6190,6580,-780
27961,150000,-231,231,0,0,0,-685
27962,70000,73167,67638,67640,68298,64930,72491
27963,50000,49322,48025,21291,48208,28284,29054
27964,80000,146746,-28767,79649,23549,18718,25812
27965,360000,0,0,0,0,0,0
27966,360000,0,0,0,0,0,0
27967,130000,35288,28252,45741,42514,-60803,45065
27968,120000,494,614,310,470,-670,-1155
27969,110000,75773,77449,79241,81560,82645,81060
27970,230000,24700,-2193,-375,9202,-3462,2962
27971,110000,16217,19966,15412,16809,8080,8861
27972,200000,-2604,-25241,3851,25344,-960,-4352
27973,60000,1379,-206,292,-103,-173,-300
27974,310000,230346,213036,169260,106798,99313,104745
27975,160000,-3402,-4367,-6803,11007,1280,0
27976,180000,146619,149440,152585,155783,157266,162209
27977,170000,-14298,14662,0,-1861,1861,-501
27978,240000,1112,2066,-852,212,-2282,-1819
27979,160000,160,0,0,0,0,0
27980,200000,-343,6509,-4796,2136,4112,-3428
27981,60000,56274,49276,40460,34597,27655,26826
27982,100000,90745,91468,92720,94938,75826,63380
27983,60000,2115,10540,8749,10564,1427,9433
27984,50000,-17293,21739,8792,3995,0,0
27985,120000,91842,93224,94631,96764,96701,97345
27986,250000,13751,18050,8878,29444,21503,-4819
27987,180000,0,-1023,2046,-1212,609,0
27988,210000,104539,100216,45363,44310,40593,34587
27989,360000,19418,-182,-8877,-8377,-4377,-3377
27990,210000,125909,128207,132056,135584,142332,143953
27991,110000,17340,17353,0,-3161,3161,-27004
27992,270000,71854,-976,-129382,87189,155268,111914
27993,50000,2661,8998,7037,7672,8390,6861
27994,220000,137776,136498,128123,115206,111728,93847
27995,80000,2161,-4870,5028,-6287,8362,-4783
27996,180000,2751,192,1571,-4775,4775,0
27997,400000,-5256,2748,1671,837,0,0
27998,230000,224721,219984,207937,209727,167759,167986
28000,30000,27371,23132,29703,28700,27300,25520
28001,150000,139938,132228,131696,101941,95036,90686
28002,230000,0,0,0,0,420,-840
28003,510000,-422237,-745700,395135,163118,111236,112106
28004,20000,20128,10815,17979,-11114,13786,19025
28005,150000,21032,49100,61607,55261,40942,45878
28006,110000,4217,5947,7649,9472,11267,15048
28007,250000,22920,24666,22946,21708,19966,16978
28008,240000,0,0,0,0,0,0
28009,150000,3470,0,0,0,0,0
28010,420000,257050,262406,267407,263277,289438,293571
28012,220000,1575,6210,-1898,-2509,651,1808
28013,160000,1546,-1473,-3375,3201,407,-3694
28014,150000,4527,-12386,509,3749,7549,5749
28015,150000,4577,1956,6643,1331,245,2212
28016,140000,444,-1650,1650,-2226,2226,-656
28017,240000,28350,-1475,-17031,10691,-20344,29847
28018,20000,-416,5693,-957,8162,364,3321
28019,30000,27156,11436,18146,0,0,0
28020,80000,76600,75668,79330,47507,46067,48234
28021,400000,-7444,3010,17373,6209,36545,12575
28022,150000,83457,89818,79701,65475,66682,60819
28023,180000,92931,82902,74646,66551,59406,53992
28024,360000,220547,198049,175385,179847,182389,184907
28025,160000,-2637,-36,931,-3380,1235,-4573
28026,80000,73781,84064,75606,77469,51876,47513
28027,240000,0,0,-262,262,-1389,1389
28028,50000,32670,26551,-22928,26842,27279,27766
28029,50000,-22,48622,48934,48503,11140,-81265
28030,50000,45192,46381,45247,38420,8497,8680
28031,200000,42488,0,0,-7637,-13549,21186
28032,50000,48361,43440,51113,45114,16900,18240
28033,140000,70095,84781,79058,74476,85281,81688
28034,310000,-6127,3431,6550,3523,-6619,1452
28035,430000,296741,293476,266823,241443,228975,195526
28036,100000,85042,86367,88909,92056,72788,74429
28037,500000,23555,23055,37260,24482,-414380,406502
28038,200000,196134,189407,148338,132500,130245,131018
28039,140000,122334,144905,135742,134135,89749,92035
28040,200000,-1541,1537,-2260,-14803,16413,-108
28041,200000,-161378,156518,148372,129023,129969,131259
28042,100000,9586,8692,14479,10075,8998,11155
28043,180000,113211,111636,70730,64600,2500,0
28044,190000,136075,137669,139535,146260,147785,150294
28045,50000,46682,44108,47700,48299,28622,28330
28046,440000,231501,1025,-26549,26549,-1000,850
28047,30000,4994,-114,539,-1083,-2312,-3988
28048,180000,4184,0,0,0,0,0
28049,150000,-5067,4936,-856,587,-14001,14001
28050,390000,64953,72820,40313,43769,58335,57177
28051,30000,12207,11735,13253,14646,16238,18837
28052,10000,-7340,6251,7259,9193,8678,9134
28053,270000,57902,-19577,101499,92167,83449,80879
28054,20000,2400,2400,2400,2400,2400,2400
28055,50000,43600,42848,45181,33023,22989,21669
28056,60000,11776,9295,10799,12772,13725,14820
28057,50000,23289,29783,33714,27250,34245,16719
28058,20000,17840,12628,8134,5636,2241,-3958
28059,80000,65123,66902,67185,70998,74463,69791
28060,50000,44933,47651,47542,46516,27411,25560
28061,140000,15652,22540,31785,27980,33162,29497
28062,400000,-583,-5253,3598,3046,-50039,46631
28063,50000,10398,11494,4847,4871,2014,2136
28064,80000,70952,73006,75173,75852,80328,46556
28065,380000,215613,222962,177643,131395,133680,108721
28066,230000,225309,212218,195741,204632,163562,168947
28067,210000,4548,9740,-23301,23528,23808,14603
28068,100000,88893,81845,72809,74068,74868,72954
28069,210000,118146,121341,86812,84878,20812,132202
28070,140000,88233,84080,78921,76088,70860,65400
28071,150000,0,0,0,0,0,0
28073,120000,-1953,1302,-651,1302,0,0
28074,50000,47682,37881,34213,30031,30524,31285
28075,360000,-3285,2069,1489,-10916,7814,519
28076,80000,13911,14361,25917,19081,15200,6600
28077,230000,0,0,-300,-150,300,-150
28078,50000,5250,2239,4166,0,0,0
28079,150000,1611,3630,4158,4626,0,0
28080,20000,6076,4780,4819,7974,7833,5342
28081,10000,8678,8401,8128,6841,8579,7317
28082,140000,77603,76857,70946,69070,53782,48936
28083,150000,1650,0,-6784,6625,6756,13356
28084,290000,107435,103583,65936,71008,63448,60939
28085,170000,-1272,-3345,5310,-390,-507,-548
28086,420000,-1158,-7783,6088,-17785,20562,2439
28087,120000,-192,-4,18,-60,66,-329
28088,150000,-38201,24488,-23977,35166,-14999,13889
28089,80000,74502,75397,69819,77554,50407,46471
28090,100000,105392,93259,75993,67751,64146,65490
28091,40000,70921,36781,35647,0,0,0
28092,130000,126996,127177,128327,126866,126093,124035
28093,100000,92009,92042,94054,87466,64337,63093
28094,300000,137289,150201,-13704,4142,1700,0
28095,150000,0,0,0,-150,-7591,7741
28096,50000,27094,22865,29124,27257,27484,28912
28097,350000,-21636,-8711,2118,14022,-91284,-6436
28098,170000,0,0,-1638,3276,0,0
28099,220000,182176,162618,187033,164021,157789,156417
28100,210000,12438,6021,-1,-10024,10024,-18
28101,200000,85674,87567,87010,103511,96751,99364
28102,180000,10538,16480,15715,16032,16429,20126
28103,50000,48683,51180,47792,49232,28290,29046
28104,50000,31507,27238,32238,9545,1325,2936
28105,180000,-5954,-11590,4391,13066,0,-60
28106,500000,19371,-3948,14567,-3808,-2943,6751
28107,160000,0,0,0,0,-388,-2711
28108,120000,300,300,300,-144,1188,-294
28109,60000,11328,1217,0,0,-465,465
28110,220000,1523,-12355,-71993,49348,34300,-2062
28111,210000,11926,13458,13823,15311,15670,13504
28112,480000,-1981,-116388,63988,77054,249179,280422
28113,140000,135826,127383,118504,121441,118855,132539
28114,150000,143957,146784,148208,113763,69325,70273
28115,110000,114614,106306,109173,91575,56595,58236
28116,350000,12407,11826,17489,21010,28213,30163
28117,150000,108304,109986,11367,12610,13381,14147
28118,420000,285753,290964,300994,305822,267302,271780
28119,80000,10662,12007,3537,0,0,0
28120,180000,133601,134712,137925,140826,138745,128706
28121,290000,-10070,8740,-2794,2794,0,-6227
28122,300000,1459,-1985,3529,-5364,-22943,-7943
28123,80000,75380,70763,76720,72908,55521,45075
28124,230000,0,-1052,1052,-1931,1931,-3915
28125,20000,17188,15325,16036,17683,18022,18412
28126,20000,0,0,0,0,0,0
28127,200000,-50,-50,-50,-50,-50,-2927
28128,500000,14520,-4427,231,8451,18135,15673
28129,10000,7693,8845,5383,7922,8213,9338
28130,100000,56539,52936,52706,51134,52160,51889
28131,250000,0,0,0,-4501,4219,-10069
28132,540000,0,0,0,736,0,-3701
28133,50000,36104,32025,24328,25767,18722,18438
28134,550000,-3727,22954,-12300,-13589,-58168,44688
28135,200000,-3073,3420,-7460,7711,-442,-4189
28136,50000,44601,45045,46705,49618,8640,-769
28137,230000,232093,216081,213249,215365,212858,213396
28138,330000,31369,33039,34032,33698,34355,34211
28139,520000,526,-4007,5181,-9690,12000,0
28140,180000,16891,-521,521,0,0,-10622
28141,200000,159385,163431,167956,163340,170236,163978
28143,220000,239948,243517,218368,217214,189228,183150
28144,210000,-8333,8333,0,0,0,0
28145,360000,34558,-11767,16090,1114,9061,-15668
28146,200000,-4501,5357,-73462,24836,23098,-48834
28147,150000,36663,37592,38757,39777,40386,41146
28148,170000,10634,-3412,7925,539,-4421,3133
28149,50000,45834,48950,42491,97284,19050,19007
28150,20000,17038,14745,19656,22824,22192,21271
28151,300000,159223,159223,188201,197551,200929,-2850
28152,200000,2418,0,0,0,0,0
28153,210000,70629,70761,72302,73062,73287,73971
28154,100000,84956,99710,92951,95342,54139,55155
28155,210000,-1968,-2997,6732,292,-2340,-4601
28156,80000,74808,73180,75147,76159,61573,67506
28157,130000,58453,-2655,-14328,-93628,86173,86847
28158,320000,88476,93051,73469,64062,14680,-6288
28160,260000,68341,14005,25779,24738,25923,26143
28161,230000,138060,330851,323760,145257,85338,-100385
28162,210000,13055,1938,0,0,0,0
28163,160000,43057,43817,47188,44134,43163,48034
28164,210000,182491,135917,104668,81489,79796,50453
28165,120000,0,0,0,-9310,9310,0
28166,30000,25764,27276,27137,28225,28704,29506
28167,70000,29621,42391,31798,24993,25291,25830
28168,270000,170768,145575,190584,184462,171433,169826
28169,350000,346,-115,451,-637,-371,53
28170,50000,23751,20476,25004,24315,21497,25370
28171,110000,104346,105793,103169,103823,102578,103231
28172,150000,47716,48353,48771,49006,49266,48661
28173,280000,0,0,0,0,0,0
28174,300000,3740,6851,6115,2813,-608,9546
28175,20000,17089,17048,17826,18815,18119,18504
28176,50000,42105,30583,19829,10216,15030,11493
28177,200000,0,0,0,0,0,0
28178,50000,0,0,0,-414,414,0
28179,150000,130748,131681,135019,138237,135658,138344
28180,200000,9101,4345,0,-171,-1215,1551
28181,100000,-350,-740,-1130,-3820,780,0
28182,360000,2317,-58160,61349,68667,53507,51636
28183,50000,36107,34949,25753,25021,19016,11826
28184,220000,197644,169448,165058,168730,167822,169322
28185,80000,83367,78536,75689,77567,71719,82942
28186,150000,13892,25321,-4871,4409,-278,262
28187,210000,-657,-314,971,0,0,0
28188,70000,64455,66007,66513,54193,25099,26298
28189,50000,42324,41173,42016,14386,29401,15073
28190,80000,3408,-11,-11,-2451,1524,-8308
28191,110000,-576,576,0,0,0,0
28192,170000,0,-4337,4425,3051,0,-105
28193,160000,-890,-2520,0,-101560,780,0
28194,130000,23912,24881,25876,27378,27755,28658
28195,200000,113295,2150,-33511,-10371,46084,-45334
28196,360000,1610,27238,-40611,30408,8872,-11877
28197,160000,22338,22601,28818,32270,33698,35122
28198,310000,-5018,2500,-12000,12000,-109,409
28199,500000,15435,1254,-617,1535,-868,-1673
28200,430000,247712,221925,228297,232141,236283,233938
28201,300000,-783,778,-379,766,-958,1722
28202,50000,3737,-7752,7156,-17800,12627,0
28203,300000,310,-9360,10040,8137,15437,10437
28204,300000,1028,0,0,0,0,0
28205,20000,17569,18608,15412,12198,11339,10846
28206,400000,0,0,0,0,0,0
28207,310000,-99,99,-110,110,0,0
28208,370000,70823,60617,62582,64223,58701,4356
28209,230000,2988,-2263,2736,-3238,-110959,110126
28210,300000,10565,8874,7900,5099,4437,2958
28211,250000,1234,-2252,-7588,11577,10877,-25341
28212,320000,90755,93277,94622,98363,98584,100340
28213,310000,290317,198298,210424,205058,191376,174840
28214,500000,3227,-501,501,-43,358,544
28215,80000,23518,24170,25850,25634,29857,27822
28216,200000,67768,65168,74901,65618,66925,68117
28217,160000,146863,134784,135928,141789,123133,119806
28218,20000,18151,17406,15133,4723,0,0
28219,20000,9635,11296,11870,11726,13286,2496
28220,30000,2400,2400,2400,2400,2400,2400
28221,500000,-4749,5664,-6520,5612,-7269,1002
28222,180000,1454,-2304,2500,0,-3650,-209
28223,180000,1498,-11528,9859,848,1679,-2151
28224,450000,0,0,0,0,0,0
28225,180000,67254,69810,70351,70187,65552,67246
28226,290000,-2210,-4411,-145,25497,-20491,30556
28227,200000,3874,2508,2146,2698,-6,-6
28228,200000,0,0,0,0,0,0
28229,400000,11229,-10075,212014,215313,205813,201754
28230,210000,0,-980,980,0,0,-238
28231,30000,30445,24225,30603,28702,29034,29283
28232,340000,319819,294511,304970,309716,234386,239241
28233,50000,72783,46913,48907,48761,28520,29033
28234,220000,206021,201239,198737,199753,134729,138139
28235,100000,0,0,0,0,0,-150
28236,400000,-5550,-36481,71671,-66349,41915,-9291
28237,360000,-11892,13083,1882,-912,-15362,-32805
28238,30000,2830,390,-5780,-831,11611,0
28239,10000,5794,6931,8012,3762,-4197,6671
28240,330000,726,-10796,10756,-442,442,-297
28241,110000,92026,110179,100137,101467,90294,81381
28242,30000,19341,20613,21654,23320,23582,23543
28243,110000,91686,184688,89875,88883,86807,86453
28244,150000,248906,241205,240393,22726,6990,0
28245,80000,113740,93645,82883,84262,45367,45812
28246,160000,16467,6864,1080,-40100,21201,14719
28247,30000,3454,-2,-2,-712,-334,940
28248,200000,-2920,3286,-53692,56026,1810,-3018
28249,150000,-356,350,-863,863,863,0
28250,140000,0,0,0,0,0,0
28251,120000,16108,11121,11027,2876,2994,-175
28252,100000,-4943,-10465,15408,-1875,442,1043
28253,50000,48723,48809,47651,48908,38923,36262
28254,80000,-334,-4859,5935,-419,501,178
28255,140000,84298,23656,23021,27733,27273,9296
28256,270000,208075,197469,195294,190061,172098,178808
28257,210000,-343,1511,-1783,783,850,-14630
28258,230000,0,-1611,113,197,992,-514
28259,30000,22806,30035,26274,28560,33890,30133
28260,260000,249918,227699,171610,124575,125748,130201
28261,20000,17262,16864,18665,18699,18978,19712
28262,160000,0,0,0,0,-194,493
28263,50000,41782,47137,48350,48152,24609,26238
28264,50000,44857,45680,46705,35313,15087,16027
28265,160000,-557,-519,1392,-696,0,0
28266,140000,-918,589,-7556,6836,-86,1117
28267,230000,5796,6511,7092,8499,5913,4923
28268,120000,0,0,0,0,0,0
28269,20000,7389,10627,11145,11648,12438,13222
28270,90000,0,0,0,0,0,0
28271,130000,61517,60754,63103,59049,60389,56782
28272,20000,-905,-22316,16054,18506,15019,4390
28273,230000,-6799,6785,-147,147,0,-176
28274,430000,86587,86152,86852,87419,87700,88634
28275,110000,4157,5460,6390,8157,8513,8367
28277,260000,-223457,11162,197545,2419,11,-2291
28278,280000,268650,291733,311987,250281,159568,170924
28279,230000,-27,216,13,-171,-1549,1417
28280,50000,34565,13754,13414,15749,14800,14019
28281,320000,0,0,-200,-12790,12990,0
28282,110000,99633,104135,43766,41864,48912,48732
28283,180000,0,0,-17085,16864,16796,16771
28284,180000,125240,128362,119698,121189,111070,112740
28285,10000,4027,157,1232,3230,0,0
28286,30000,0,0,0,0,0,0
28287,70000,64948,56610,48036,35941,28439,18624
28288,20000,16578,17928,16677,17403,15645,14904
28289,50000,37125,38169,39371,35901,17851,16244
28290,180000,-10036,-1394,390,18806,-8407,12485
28291,220000,203274,204207,201733,74965,72992,72537
28292,180000,14518,-25403,-26514,18098,-26618,37997
28293,170000,95125,100333,128440,118850,122325,125120
28294,100000,93234,91506,93515,96644,74310,74774
28295,280000,7892,2579,-1765,395,-1092,-2865
28296,290000,20480,-2442,-1022,-564,4010,-8352
28297,30000,25320,23020,24322,26008,23094,26928
28298,30000,26851,26716,24970,25829,25839,26449
28299,80000,71930,73969,75581,47314,46506,46036
28300,50000,46897,47748,48617,50499,11673,9336
28301,60000,5431,5777,9502,8417,9722,9291
28302,260000,192683,188809,184477,162983,155592,149826
28303,60000,14813,15064,21213,19383,16431,17702
28304,80000,85738,73045,79639,83357,72488,76492
28305,360000,0,0,0,0,0,0
28306,180000,7331,7932,9340,11596,10903,11769
28307,80000,28902,26439,25545,21843,19799,18504
28308,70000,62801,65105,66787,27163,25220,26124
28309,360000,11467,-3870,-4851,7280,-236,5843
28310,300000,-1979,3958,0,-6536,5136,-48600
28311,100000,83164,77547,83804,74852,65660,63966
28312,100000,66205,59868,52715,56465,45501,47892
28313,120000,-360,-29,-589,978,-2358,2358
28314,200000,10854,32938,4593,6309,1993,2978
28315,180000,114,7168,1300,-2000,2000,-1659
28316,60000,-4211,-28029,37645,38254,36168,35226
28317,10000,4911,5312,5947,8377,7956,9458
28318,230000,-1543,2830,-8016,9016,-21399,23090
28319,50000,10466,11467,13962,12240,14416,12543
28320,350000,-3817,-29143,27429,-4077,7967,-13723
28321,200000,-6980,5551,-7,980,-2963,2436
28322,150000,860,-999,1793,0,0,0
28323,180000,107831,112128,101816,107208,108465,96955
28324,30000,27694,26910,16991,9745,3545,3309
28325,70000,66778,110251,67585,68667,63718,64194
28326,460000,28938,24881,15712,14635,6823,2107
28327,110000,0,0,0,0,-150,150
28328,240000,21759,31271,7015,476,17725,-65815
28329,210000,197507,202402,195531,173610,126223,111500
28330,300000,-72098,69994,10000,0,0,-1188
28331,170000,-5010,2010,2912,9497,9151,7157
28332,420000,45256,45614,44940,-506,399,-7758
28333,230000,1223,2074,-1619,-26932,9230,18824
28334,260000,5,460,-3600,1350,2250,1650
28335,50000,44696,45283,46467,49446,16506,16824
28336,80000,73848,73880,75502,55501,49351,18341
28337,200000,69288,-1800,-200,-58205,29601,29331
28338,80000,16608,17583,18008,11969,10112,15895
28339,290000,6407,8323,3827,8338,532,9941
28340,20000,0,-2584,2974,-2886,5174,2789
28341,50000,-4916,5481,2115,-4569,5327,-47
28342,450000,1006,1883,-9334,6112,3290,-748
28343,250000,-163,-2553,-50790,49922,-918,-3567
28344,50000,43447,53239,51400,0,0,0
28345,280000,283390,268877,234053,222292,204120,189293
28346,20000,6777,8861,9583,11079,12546,14149
28347,310000,-2462,6514,-3484,-3484,-20801,13833
28348,250000,105604,109954,110708,116164,116877,119015
28349,180000,163360,170267,172020,180773,123578,115222
28350,500000,441945,-20778,5794,32230,58866,9816
28351,30000,22557,27314,29754,26363,29739,27312
28352,250000,68812,57813,56528,55858,50961,46067
28353,170000,55503,28711,15122,19140,11608,-3994
28354,100000,518,0,0,0,0,0
28355,430000,26560,-20952,-82805,115683,46839,7651
28356,170000,129113,130722,132384,136214,133952,134175
28357,210000,-3002,3578,-10666,-19633,10723,3762
28358,280000,-47756,50037,-2740,-22295,20363,-5529
28359,160000,0,-4949,4949,0,-6000,6000
28360,210000,7542,-15767,15107,-282,24,-1251
28361,200000,-4203,3010,-431,2832,-2569,-3606
28362,400000,-5305,3315,3620,4914,-935,18043
28363,80000,0,0,0,0,0,0
28364,80000,29145,32043,27539,32559,34802,32708
28365,30000,-1135,4852,-564,3839,3129,-340
28366,20000,7362,9478,6498,9752,8447,8790
28367,300000,8730,-19992,18927,16933,4301,16062
28368,460000,-2626,11037,-8424,-1400,4982,6297
28369,80000,41137,37657,28297,29321,27990,29705
28370,80000,-28,-892,836,1672,0,446
28371,100000,-2929,6163,-23,3789,-1496,2363
28372,100000,28106,34229,31189,34809,36916,33092
28373,50000,44948,45256,46656,48568,26826,82776
28374,80000,71328,75515,71041,72250,73959,75956
28375,130000,77731,79883,83328,85860,86481,88858
28376,50000,46203,40459,49125,45952,40078,35126
28377,210000,83809,86155,86931,67760,68572,69144
28379,50000,43271,43251,42713,28524,18441,15353
28380,460000,2298,10562,-817,-3722,3918,-306
28381,150000,105227,107391,94583,91810,83926,85001
28382,80000,51387,60067,56366,57230,50836,70617
28383,80000,45163,30748,16000,0,0,0
28384,180000,10099,-1184,3225,4417,5244,-1197
28385,100000,0,0,0,-249,-68,317
28386,60000,24738,29206,22151,-4011,3369,2211
28387,50000,48937,45340,45997,49555,28355,27985
28388,390000,300054,180647,75337,35212,29701,-11519
28389,210000,5420,3585,-19832,13067,-10028,39432
28390,160000,157057,155084,154692,151878,117641,116174
28391,50000,25049,31854,29299,30940,26600,31151
28392,50000,9488,10375,-11105,34924,37029,34803
28393,160000,134839,131060,93992,97398,99566,101926
28394,220000,1602,-4439,-3156,-4171,7031,2596
28395,80000,68104,69816,71639,72597,74712,78365
28396,170000,55644,58948,58090,63000,0,-3300
28397,60000,56326,52083,51255,59338,55690,55484
28398,200000,-20,-4087,2687,1844,-3219,-948
28399,320000,821,-1967,-8631,2270,-28773,8716
28400,160000,0,0,0,0,0,0
28401,20000,8716,8279,3494,1506,-2383,3383
28402,80000,-11973,12922,9858,1986,-2769,-4448
28403,210000,99760,100746,68351,65701,26039,23898
28404,50000,3882,4810,3766,5532,5772,4392
28405,500000,364308,360539,448936,344435,551863,313700
28406,120000,0,0,0,0,0,0
28407,20000,20583,18584,15549,15614,13018,5684
28408,250000,111861,104714,98494,89258,59972,67800
28409,80000,-5795,6795,-545,1589,-5090,6541
28410,240000,0,1154,-1954,1954,0,0
28411,150000,21608,17682,18783,15049,12727,14380
28412,340000,26946,70,-84442,80699,26058,20206
28413,80000,63406,77876,61029,56215,15584,48606
28414,130000,11939,7723,1145,-157,1289,-2080
28415,100000,83733,76119,72452,66857,59505,58500
